_id,SL No,Ward No,Ward Name,Bus Stops,LATITUDE,LONGITUDE
202,202,Outside BBMP Limits,Outside BBMP Limits,"Chikka Arasanahalli,CHIKKA ARASANAHALLI,IN FRONT OF ANGANAVADI & RAMA TEMPLE",12.733713,77.381295
203,203,Outside BBMP Limits,Outside BBMP Limits,"Uragahalli Bidadi,URAGAHALLI,OPPOSITE OF MARAMMA & ANJANEYA TEMPLE",12.743279,77.377653
204,204,Outside BBMP Limits,Outside BBMP Limits,"Heggada gere,HEGGADAGERE,IN FRONT OF HOTEL",12.761641,77.376515
205,205,Outside BBMP Limits,Outside BBMP Limits,"Beemanakuppe,BEEMANA KUPPE,IN FRONT OF CHENNIGARAYA SWAMY TEMPLE",12.903887,77.438537
206,206,Outside BBMP Limits,Outside BBMP Limits,"Bheemanakuppe Cross,BEEMANA KUPPE,BESIDE OPEN AREA",12.895034,77.436755
207,207,Outside BBMP Limits,Outside BBMP Limits,"Subbarayappana Palya Cross,GERUPALYA,OPPOSITE OF FAURECIA PRIVATE LIMITED",12.88924,77.437821
208,208,Outside BBMP Limits,Outside BBMP Limits,"Gerupalya,GERUPALYA,OPPOSITE OF LAKSHMAN PROVISION STORE",12.887741,77.444362
209,209,Outside BBMP Limits,Outside BBMP Limits,"Ramohalli Cross,KUMBALAGUDU,IN FRONT OF RAJARAJESHWARI DENTAL COLLEGE & HOSPITAL",12.886674,77.451029
210,210,Outside BBMP Limits,Outside BBMP Limits,"Uddandalli ,UDDANDAHALLI,OPPOSITE OF FLAG MAST",12.886011,77.383802
211,211,Outside BBMP Limits,Outside BBMP Limits,"Lakshmipura,LAKSHMIPURA,IN FRONT OF RESIDENTIAL AREA",12.892087,77.392004
212,212,Outside BBMP Limits,Outside BBMP Limits,"Rampura,RAMPURA,OPPOSITE OF WATER TANK",12.890319,77.398712
213,213,Outside BBMP Limits,Outside BBMP Limits,"Lakkayyanapalya,LAKKAYYANAPALYA,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.88946196,77.40250916
214,214,Outside BBMP Limits,Outside BBMP Limits,"koluru,KOLURU,IN FRONT OF BASAVANNA TEMPLE",12.891095,77.412927
215,215,Outside BBMP Limits,Outside BBMP Limits,"Kundalpura,OPPOSITE OF WATER TANK",12.895183,77.415354
216,216,Outside BBMP Limits,Outside BBMP Limits,"Chikkaluru Cross,CHIKKALLURU,IN FRONT OF FASHION TAILORS",12.891805,77.421821
217,217,Outside BBMP Limits,Outside BBMP Limits,"Huluvenahalli,OPPOSITE OF MILK DAIRY",12.919579,77.365517
218,218,Outside BBMP Limits,Outside BBMP Limits,"Huluvenahalli Cross,BESIDE OPEN AREA",12.919772,77.368681
219,219,Outside BBMP Limits,Outside BBMP Limits,"Chandrappa Circle,IN FRONT OF WATER OVER HEAD TANK",12.910736,77.369592
220,220,Outside BBMP Limits,Outside BBMP Limits,"Chandrappa Circle Aralimara,CHUNCHANA KUPPE,IN FRONT OF GOVT. SCHOOL",12.910215,77.373634
221,221,Outside BBMP Limits,Outside BBMP Limits,"Thavarekatte,CHUNCHANA KUPPE,BESIDE OPEN AREA",12.911646,77.382786
222,222,Outside BBMP Limits,Outside BBMP Limits,"Chunchanakuppe,CHUNCHANAKUPPE,IN FRONT OF RENUKA STORE",12.910436,77.3864
223,223,Outside BBMP Limits,Outside BBMP Limits,"Dodda Alada Mara,DODDA ALADAMARA ROAD,OPPOSITE OF DODDALADAMARA",12.909994,77.395417
224,224,Outside BBMP Limits,Outside BBMP Limits,"Kethohalli ,KETHOHALLI,IN FRONT OF GOVERNMENT FAIR PRICE DEPOT",12.907332,77.403615
225,225,Outside BBMP Limits,Outside BBMP Limits,"Ramohalli,RAMOHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.90735015,77.41820499
226,226,Outside BBMP Limits,Outside BBMP Limits,"Ashrama Ramohalli,RAMOHALLI,IN FRONT OF MYTHREYI GURUKULA ASHRAMA",12.906454,77.42875
227,227,Outside BBMP Limits,Outside BBMP Limits,"Vinayaka Nagara,RAMOHALLI,OPPOSITE OF GANESHA, ANJANEYA TEMPLE",12.902941,77.430116
228,228,Outside BBMP Limits,Outside BBMP Limits,"MGM School,RAMOHALLI,IN FRONT OF SHRINIDHI LODGE",12.897498,77.432684
229,229,Outside BBMP Limits,Outside BBMP Limits,"Chikkanahalli,IN FRONT OF PANCHAYATH OFFICE",12.881323,77.355289
230,230,Outside BBMP Limits,Outside BBMP Limits,"Pachepalya Cross,BESIDE OPEN AREA",12.885426,77.358305
231,231,Outside BBMP Limits,Outside BBMP Limits,"Gollahalli,OPPOSITE OF GOVT. SCHOOL",12.893908,77.361566
232,232,Outside BBMP Limits,Outside BBMP Limits,"Suliwara Cross,IN FRONT OF I.S.R.O. CENTER",12.90233,77.3674
233,233,Outside BBMP Limits,Outside BBMP Limits,"Malligondanahalli,MALIGONDANAHALLI,IN FRONT OF ANJANEYA SWAMY TEMPLE",12.91609654,77.41542089
234,234,Outside BBMP Limits,Outside BBMP Limits,"Basammanahalli,BASAMMANAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.874775,77.354341
236,236,Outside BBMP Limits,Outside BBMP Limits,"Alammana Palya,BESIDE OPEN AREA",12.936367,77.364992
237,237,Outside BBMP Limits,Outside BBMP Limits,"Madapatna,BESIDE OPEN AREA",12.936702,77.372844
238,238,Outside BBMP Limits,Outside BBMP Limits,"Bande Inorapalya,BESIDE OPEN AREA",12.924817,77.369359
239,239,Outside BBMP Limits,Outside BBMP Limits,"Hunnigere,OPPOSITE OF RESIDENCE",12.92292,77.368818
240,240,Outside BBMP Limits,Outside BBMP Limits,"Doddamaranahalli,IN FRONT OF ANJANEYA SWAMI TEMPLE",12.930547,77.382846
241,241,Outside BBMP Limits,Outside BBMP Limits,"Muddana Palya,OPPOSITE OF REVANA SIDDESHWARA PROVISION STORE",12.919207,77.382164
242,242,Outside BBMP Limits,Outside BBMP Limits,"Byalalu Janatha Colony,BYALALU,OPPOSITE OF GOVERNMENT MIDDLE SCHOOL",12.89409,77.377931
243,243,Outside BBMP Limits,Outside BBMP Limits,"Byalalu,BYALALU,BESIDE OPEN AREA",12.887273,77.376618
244,244,Outside BBMP Limits,Outside BBMP Limits,"Chandrappa Circle,IN FRONT OF RAJA RAJESHWARI PROVISION STORES",12.910296,77.369525
245,245,Outside BBMP Limits,Outside BBMP Limits,"Byalalu,BYALALU,OPPOSITE OF ANJANEYA TEMPLE",12.891808,77.376259
246,246,Outside BBMP Limits,Outside BBMP Limits,"CK Thandya,C.K.THANDYA,IN FRONT OF WATER TANK",12.873893,77.399497
247,247,Outside BBMP Limits,Outside BBMP Limits,"CK Thandya Cross,C.K.THANDYA,BESIDE OPEN AREA",12.876196,77.401128
248,248,Outside BBMP Limits,Outside BBMP Limits,"Gopalnagara,GOPALANAGARA,IN FRONT OF RESIDENTIAL AREA",12.876973,77.416562
249,249,Outside BBMP Limits,Outside BBMP Limits,"Sheshagiri Halli Mysore Road,SHESHAGIRI PURA,OPPOSITE OF WATER TANK",12.88087,77.418001
250,250,Outside BBMP Limits,Outside BBMP Limits,"Hagalahalli,HAGALAHALLI,IN FRONT OF HANUMANTHARAYA SWAMY TEMPLE",12.848936,77.330384
251,251,Outside BBMP Limits,Outside BBMP Limits,"Lingegowdana Doddi,OPPOSITE OF GOVERNMENT SCHOOL",12.854891,77.333607
252,252,Outside BBMP Limits,Outside BBMP Limits,"Lingegowdana Doddi cross,BESIDE OPEN AREA",12.856589,77.333871
253,253,Outside BBMP Limits,Outside BBMP Limits,"Manchanabele,MANCHANA BELE,OPPOSITE OF S.L.U.TRADERS",12.867137,77.334513
254,254,Outside BBMP Limits,Outside BBMP Limits,"Manchanabele Colony,MANCHANA BELE,OPPOSITE OF WATER TANK",12.871573,77.33986
255,255,Outside BBMP Limits,Outside BBMP Limits,"Shanthinagara,BESIDE OPEN AREA",12.877287,77.34634
256,256,Outside BBMP Limits,Outside BBMP Limits,"Gungarahalli,GUNGARAHALLI,IN FRONT OF MARAMMA TEMPLE",12.821397,77.287822
257,257,Outside BBMP Limits,Outside BBMP Limits,"LAKSHMIPURA,LAKSHMIPURA,OPPOSITE OF MALLESHWARA SWAMY TEMPLE",12.831209,77.295186
258,258,Outside BBMP Limits,Outside BBMP Limits,"Rampura,RAMPURA,IN FRONT OF ANGANAVADI KENDRA",12.841235,77.32771
259,259,Outside BBMP Limits,Outside BBMP Limits,"Avarehalli,AVERAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.899279,77.336895
260,260,Outside BBMP Limits,Outside BBMP Limits,"Vahale Varadahalli,VARADAHALLI,IN FRONT OF WATER TANK",12.87962,77.340968
261,261,Outside BBMP Limits,Outside BBMP Limits,"Vahale Gate,BESIDE OPEN AREA",12.876882,77.342036
262,262,Outside BBMP Limits,Outside BBMP Limits,"MUKTHINAGA TEMPLE CROSS,RAMOHALLI,OPPOSITE OF ROSE NURSERY",12.907033,77.42599
263,263,Outside BBMP Limits,Outside BBMP Limits,"Sugganahalli,SUGGANAHALLI,OPPOSITE OF K.E.B.OFFICE, BESCOM",12.799514,77.318627
264,264,Outside BBMP Limits,Outside BBMP Limits,"Sugganahalli Circle,SUGGANAHALLI,IN FRONT OF R.G.DIGITAL STUDIO",12.80101391,77.31459004
265,265,Outside BBMP Limits,Outside BBMP Limits,"Bommachannahalli,BOMMACHANAHALLI,IN FRONT OF ANJANEYA TEMPLE",12.803502,77.31452
266,266,Outside BBMP Limits,Outside BBMP Limits,"Bommachanna Halli Temple,KATAMANA DODDI,OPPOSITE OF RESIDENTIAL AREA",12.815041,77.320178
267,267,Outside BBMP Limits,Outside BBMP Limits,"Katammana Doddi,KATAMANA DODDI,IN FRONT OF PUMP HOUSE",12.821054,77.322278
268,268,Outside BBMP Limits,Outside BBMP Limits,"Kaggalahalli,KAGGALAHALLI,IN FRONT OF MILK DAIRY",12.830376,77.3247
269,269,Outside BBMP Limits,Outside BBMP Limits,"Devara Siddiahana Doddi,DEVISIDDAIAHNA DODDI,OPPOSITE OF GANESHA TEMPLE",12.839254,77.327445
270,270,Outside BBMP Limits,Outside BBMP Limits,"Thirumalapura,THIRUMALAPURA,IN FRONT OF ANJANEYA TEMPLE",12.826667,77.311804
271,271,Outside BBMP Limits,Outside BBMP Limits,"Dodda Kuntanahalli,DODDA KUNTANAHALLI,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.812172,77.449774
272,272,Outside BBMP Limits,Outside BBMP Limits,"Seegehalli,SEEGEHALLI,NEAR MILK DAIRY",12.818062,77.452403
274,274,Outside BBMP Limits,Outside BBMP Limits,"Gaviyana Palya,HOSAPALYA COLONY,IN FRONT OF GAVIYANAPALYA MILK DAIRY",12.840959,77.469952
275,275,Outside BBMP Limits,Outside BBMP Limits,"Gangasandra,GANGASANDRA,NEAR GOVERNMENT PRIMARY SCHOOL",12.846259,77.470598
276,276,Outside BBMP Limits,Outside BBMP Limits,"Devagere Colony,DEVAGERE,IN FRONT OF FLAG MAST",12.856769,77.465294
277,277,Outside BBMP Limits,Outside BBMP Limits,Kaggalipura,12.800404,77.508477
278,278,Outside BBMP Limits,Outside BBMP Limits,"Kaggalipura Colony,KAGLIPURA,IN FRONT OF DOOR NO C-63",12.80643,77.503139
279,279,Outside BBMP Limits,Outside BBMP Limits,"Dinnepalya,DINNE PALYA,BESIDE BYRAVESHWARA STORE",12.811171,77.492379
280,280,Outside BBMP Limits,Outside BBMP Limits,"Utthari,UTTARI,OPPOSITE OF DOOR NO 35",12.818137,77.492861
281,281,Outside BBMP Limits,Outside BBMP Limits,"Aladamara ,THIMMEGOWDAN PALYA,BESIDE OPEN AREA",12.82435,77.489934
282,282,Outside BBMP Limits,Outside BBMP Limits,"Banjara Palya,BANJARPALYA,IN FRONT OF DOOR NO 11",12.830275,77.485659
283,283,Outside BBMP Limits,Outside BBMP Limits,"Byrasandra,BYRASANDRA,IN FRONT OF DOOR NO 16",12.834915,77.485452
284,284,Outside BBMP Limits,Outside BBMP Limits,Agara,12.842923,77.486228
285,285,Outside BBMP Limits,Outside BBMP Limits,"Hosapallya,GANGASANDRA,IN FRONT OF LAKSHMI PROVISION STORE",12.842179,77.48387
286,286,Outside BBMP Limits,Outside BBMP Limits,"Byrohalli,OLD BYROHALLI,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.923593,77.449164
287,287,Outside BBMP Limits,Outside BBMP Limits,"Mayasandra,MAYASANDRA,OPPOSITE OF ARALIMARA",12.87678,77.377565
288,288,Outside BBMP Limits,Outside BBMP Limits,"Dodderi Grama,DODDERI VILLAGE,IN FRONT OF RESIDENTIAL AREA",12.866433,77.37656
289,289,Outside BBMP Limits,Outside BBMP Limits,"Dodderei Colony,IN FRONT OF GOVERNMENT SCHOOL & COLLEGE",12.867388,77.384261
290,290,Outside BBMP Limits,Outside BBMP Limits,"CK Thandya Cross,BESIDE OPEN AREA",12.865443,77.392262
291,291,Outside BBMP Limits,Outside BBMP Limits,"Karenahalli Cross,BESIDE OPEN AREA",12.862197,77.395001
292,292,Outside BBMP Limits,Outside BBMP Limits,"Muthurayana Pura,OPPOSITE OF MUTHURAYA SWAMY TEMPLE",12.859468,77.401302
293,293,Outside BBMP Limits,Outside BBMP Limits,"Hejjala,HEJJALA,IN FRONT OF CANARA BANK",12.85597,77.416993
294,294,Outside BBMP Limits,Outside BBMP Limits,"Avaragere,AVARAGERE,IN FRONT OF ANGANAVADI",12.820152,77.380832
295,295,Outside BBMP Limits,Outside BBMP Limits,"Vajarahalli Cross,AVARAGERE,BESIDE OPEN AREA",12.825107,77.382187
296,296,Outside BBMP Limits,Outside BBMP Limits,"Bannikuppe,BANNIKUPPE,IN FRONT OF BASAVANNA TEMPLE",12.847039,77.383942
297,297,Outside BBMP Limits,Outside BBMP Limits,"Kurubara Karenahalli,BANNIKUPPE,IN FRONT OF HANUMANTHARAYA TEMPLE",12.854444,77.383347
298,298,Outside BBMP Limits,Outside BBMP Limits,"Bethimgere,BETHAMGERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.85696,77.364912
299,299,Outside BBMP Limits,Outside BBMP Limits,"MPalya,BETHAMGERE,BESIDE RESIDENTIAL AREA",12.861156,77.36231
300,300,Outside BBMP Limits,Outside BBMP Limits,"Mallata Halli,MALLATHAHALLI,BESIDE RESIDENTIAL AREA",12.867188,77.361481
301,301,Outside BBMP Limits,Outside BBMP Limits,"Ganakkal,OPPOSITE OF ANJANEYA TEMPLE",12.85222835,77.35723981
302,302,Outside BBMP Limits,Outside BBMP Limits,"Ankana Halli,OPPOSITE OF KIRAN PROVISION STORE",12.856581,77.357435
303,303,Outside BBMP Limits,Outside BBMP Limits,"Kempa Dyapanahalli,KENDAPPANAHALLI,BESIDE RESIDENTIAL AREA",12.86696,77.354283
304,304,Outside BBMP Limits,Outside BBMP Limits,"Bande,MALLATHAHALLI,OPPOSITE OF PADMAVATHI STORE",12.866816,77.359159
305,305,Outside BBMP Limits,Outside BBMP Limits,"Kakaramana Halli,OPPOSITE OF BASAVANNA TEMPLE",12.830128,77.363092
306,306,Outside BBMP Limits,Outside BBMP Limits,"Borehalli,IN FRONT OF WATER TANK",12.843649,77.358033
307,307,Outside BBMP Limits,Outside BBMP Limits,"Guddadahalli Dinne,IN FRONT OF RESIDENTIAL AREA",12.833621,77.344214
308,308,Outside BBMP Limits,Outside BBMP Limits,"Guddada Halli Dinne Cross,NEAR KERE",12.831906,77.360891
309,309,Outside BBMP Limits,Outside BBMP Limits,"Sulikere,SULIKERE,IN FRONT OF VISHWESHWARA SWAMI HIGH SCHOOL",12.93866088,77.44787185
310,310,Outside BBMP Limits,Outside BBMP Limits,"Machohalli,MACHOHALLI,IN FRONT OF ARALI KATTE",13.006022,77.452972
311,311,Outside BBMP Limits,Outside BBMP Limits,"Machohalli Colony,MACHOHALLI,BESIDE RESIDENTIAL AREA",12.99698,77.45178
312,312,Outside BBMP Limits,Outside BBMP Limits,Machohalli Cross,12.990859,77.454295
313,313,Outside BBMP Limits,Outside BBMP Limits,Forest Gate,12.991767,77.458965
314,314,Outside BBMP Limits,Outside BBMP Limits,Chikkagollarahatti,12.991435,77.465797
315,315,Outside BBMP Limits,Outside BBMP Limits,"Kachohalli,KACHOHALLI,BESIDE ASHWATHA KHATTE",13.000166,77.470625
316,316,Outside BBMP Limits,Outside BBMP Limits,Kachohalli Cross,12.990437,77.468998
317,317,Outside BBMP Limits,Outside BBMP Limits,"Bylakonenahalli,BYLAKONDANAHALLI,IN FRONT OF WATER TANK",13.010957,77.459918
318,318,Outside BBMP Limits,Outside BBMP Limits,"Chikkamaskal,OPPOSITE OF GOVERNMENT SCHOOL",12.920092,77.330125
319,319,Outside BBMP Limits,Outside BBMP Limits,"Bairegowdana Palya Cross,IN FRONT OF WATER TANK",12.918921,77.323659
320,320,Outside BBMP Limits,Outside BBMP Limits,"Gowdana palya,IN FRONT OF ARALIMARA",12.927229,77.318536
321,321,Outside BBMP Limits,Outside BBMP Limits,"Adikamaranahalli,IN FRONT OF MARAMMADEVI TEMPLE ARCH",12.947452,77.309686
322,322,Outside BBMP Limits,Outside BBMP Limits,"Shanubhogana Halli,THIPPAGONDANAHALLI,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL",12.961453,77.325077
323,323,Outside BBMP Limits,Outside BBMP Limits,"Thippagondanahalli Quarters,THIPPAGONDANAHALLI,OPPOSITE OF MARUTHI TAILORS",12.95280302,77.33572702
324,324,Outside BBMP Limits,Outside BBMP Limits,"TGHalli TB Gate,THIPPAGONDANAHALLI,IN FRONT OF T.B.GATE",12.96248074,77.34300942
325,325,Outside BBMP Limits,Outside BBMP Limits,"Gangappana halli,IN FRONT OF MILK DAIRY",12.958019,77.351844
326,326,Outside BBMP Limits,Outside BBMP Limits,"Cholanayakanahalli,CHOLANAYAKANA HALLI,IN FRONT OF MARAMMA TEMPLE",12.960418,77.359587
327,327,Outside BBMP Limits,Outside BBMP Limits,"Marenahalli,MARENAHALLI,BESIDE RESIDENTIAL AREA",12.97320605,77.36144587
328,328,Outside BBMP Limits,Outside BBMP Limits,"Devamachohalli,DEVAMACHANAHALLI,OPPOSITE OF ANJANEYA TEMPLE",12.966739,77.37939
329,329,Outside BBMP Limits,Outside BBMP Limits,"Tavare Kere Magadi Road,TAVAREKERE,IN FRONT OF MARUTHI MEDICALS",12.965871,77.400047
330,330,Outside BBMP Limits,Outside BBMP Limits,"Ganesha Temple Tavarekere,TAVAREKERE,IN FRONT OF GANAPATHI TEMPLE",12.967107,77.403175
331,331,Outside BBMP Limits,Outside BBMP Limits,"Sub Register Office,LAKKUPPE,IN FRONT OF LAKSHMI VENKATAESHWARA PROVISION STORE",12.97004289,77.40994575
332,332,Outside BBMP Limits,Outside BBMP Limits,"Channadasi Palya,CHANNENADASI PALYA,BESIDE OPEN AREA",12.970913,77.414725
333,333,Outside BBMP Limits,Outside BBMP Limits,"Honnagana Hatti,HONNAGANA HATTI,IN FRONT OF BYLANAJANEYA ENTERPRISES",12.974328,77.421182
334,334,Outside BBMP Limits,Outside BBMP Limits,Channenahalli,12.978005,77.430675
335,335,Outside BBMP Limits,Outside BBMP Limits,"Hamsa Farm,HAMSA FARM,BESIDE OPEN AREA",12.98178161,77.43962163
336,336,Outside BBMP Limits,Outside BBMP Limits,"Sigehalli Gate,SIGEHALLI,IN FRONT OF NANJUNDESHWARA STORE",12.984236,77.444013
337,337,Outside BBMP Limits,Outside BBMP Limits,Kadabagere Cross,12.989074,77.449565
338,338,Outside BBMP Limits,Outside BBMP Limits,"Biskur,IN FRONT OF VETERINARY HOSPITAL",13.087192,77.141863
339,339,Outside BBMP Limits,Outside BBMP Limits,"Sanjeevana Palya,BESIDE OPEN AREA",13.083155,77.15004
340,340,Outside BBMP Limits,Outside BBMP Limits,"MARURU,IN FRONT OF SOWMYA SHREE PROVISION STORE",13.056981,77.159459
341,341,Outside BBMP Limits,Outside BBMP Limits,"Shivanasandra,IN FRONT OF ASHWATHA KATTE",13.023594,77.164047
342,342,Outside BBMP Limits,Outside BBMP Limits,"Kaleri,OPPOSITE OF GOVERNMENT SCHOOL",13.008872,77.168236
343,343,Outside BBMP Limits,Outside BBMP Limits,"Kalya Gate,MAGADI,IN FRONT OF GANESHA TEMPLE",12.957922,77.221354
344,344,Outside BBMP Limits,Outside BBMP Limits,"Magadi,MAGADI,OPPOSITE OF TATA PRERANA MOTORS",12.952127,77.227504
345,345,Outside BBMP Limits,Outside BBMP Limits,"Maralagondalu,MARALAGONDALA,IN FRONT OF MUTURAYASWAMY TEMPLE",12.947459,77.27126
346,346,Outside BBMP Limits,Outside BBMP Limits,"Varadenhalli Hand Post,OPPOSITE OF GANGADHARESHWARA TRADERS",12.955029,77.312485
347,347,Outside BBMP Limits,Outside BBMP Limits,Magadi,12.955425,77.227042
348,348,Outside BBMP Limits,Outside BBMP Limits,Govt First Grade College,12.960191,77.230602
349,349,Outside BBMP Limits,Outside BBMP Limits,BELAGUMBA,12.994904,77.246424
350,350,Outside BBMP Limits,Outside BBMP Limits,CHALUVAIAHANPALYA,12.992188,77.264636
351,351,Outside BBMP Limits,Outside BBMP Limits,Gollarapalya,12.975256,77.279335
352,352,Outside BBMP Limits,Outside BBMP Limits,Thagachuguppe,12.95996446,77.29027001
354,354,Outside BBMP Limits,Outside BBMP Limits,Helige Halli Colony,12.87617873,77.2067405
355,355,Outside BBMP Limits,Outside BBMP Limits,Heligehalli Gollarahatti,12.880314,77.19202
356,356,Outside BBMP Limits,Outside BBMP Limits,"Kenchanapura,KENCHANAPURA,IN FRONT OF ABAYA ANJANEYA TEMPLE",12.95401133,77.45068456
357,357,Outside BBMP Limits,Outside BBMP Limits,"Kannalli,KANNALLI,BESIDE RESIDENTIAL AREA",12.966314,77.45894
358,358,Outside BBMP Limits,Outside BBMP Limits,"Yale Kodigehalli,ELE KODIGE HALLI,IN FRONT OF M.V.ENTERPISES",12.977329,77.464103
359,359,Outside BBMP Limits,Outside BBMP Limits,"Yale Kodigehalli Colony,KODIGEHALLI,IN FRONT OF SRIDEVI CONDIMENTS",12.98079949,77.46677312
360,360,Outside BBMP Limits,Outside BBMP Limits,Gnanashakti Nagar,12.985245,77.458568
361,361,Outside BBMP Limits,Outside BBMP Limits,Laxmaiah Badavane,12.980806,77.464387
362,362,Outside BBMP Limits,Outside BBMP Limits,Laxmaiah Badavane Cross,12.989998,77.469636
364,364,Outside BBMP Limits,Outside BBMP Limits,"Kenchanapura,KENCHANAPURA,IN FRONT OF LAKSHMI PROVISION STORE",12.957396,77.450166
365,365,Outside BBMP Limits,Outside BBMP Limits,"Savanadurga,BEHIND LAKSHMINARASIMHA SWAMY TEMPLE",12.915625,77.297405
366,366,Outside BBMP Limits,Outside BBMP Limits,"Nayakanapalya,IN FRONT OF PUMP HOUSE",12.903844,77.281289
367,367,Outside BBMP Limits,Outside BBMP Limits,"Guddadahalli,BESIDE OPEN AREA",12.915305,77.268539
368,368,Outside BBMP Limits,Outside BBMP Limits,"Gavi Nagamangala Cross,IN FRONT OF BASAVESHWARA TEMPLE ARCH",12.9360982,77.24332971
369,369,Outside BBMP Limits,Outside BBMP Limits,"Magadi,IN FRONT OF PUSHPAGIRI BAKERY & SWEETS",12.951247,77.237377
371,371,Outside BBMP Limits,Outside BBMP Limits,"Yelachaguppe,YELACHAGUPPE,IN FRONT OF ANJANEYA TEMPLE",12.959007,77.421274
373,373,Outside BBMP Limits,Outside BBMP Limits,"Jodi Aladamara,NEAR JODI ALADAMARA",12.940151,77.377856
374,374,Outside BBMP Limits,Outside BBMP Limits,"Puradapalya,IN FRONT OF ALADAMARA",12.947079,77.381174
375,375,Outside BBMP Limits,Outside BBMP Limits,"Peddanapalya School,TAVAREKERE,OPPOSITE OF GOVERNMENT SCHOOL",12.959652,77.389325
376,376,Outside BBMP Limits,Outside BBMP Limits,"Bychakuppe Gate,TAVAREKERE,IN FRONT OF WATER TANK",12.96765,77.388575
377,377,Outside BBMP Limits,Outside BBMP Limits,"Ganakkal,TAVAREKERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.957333,77.382272
378,378,Outside BBMP Limits,Outside BBMP Limits,"Karekal Palya,BESIDE OPEN AREA",12.934002,77.381516
380,380,Outside BBMP Limits,Outside BBMP Limits,"Maragondanahalli Cross,MARAGONDANAHALLI,IN FRONT OF ASHWATHA KATTE",12.92212745,77.4168753
381,381,Outside BBMP Limits,Outside BBMP Limits,"Muddayyanapalya,OPPOSITE OF GOVT. SCHOOL",12.936719,77.418816
382,382,Outside BBMP Limits,Outside BBMP Limits,"Gulaganjanahalli,GULAGANJANAHALLI,IN FRONT OF MARAMMA TEMPLE",12.93686296,77.41874552
383,383,Outside BBMP Limits,Outside BBMP Limits,"Halabavi Palya,GULAGANJANAHALLI,IN FRONT OF GOVT. SCHOOL",12.942065,77.415797
384,384,Outside BBMP Limits,Outside BBMP Limits,"Eshwara Temple,OPPOSITE OF ESHWARA TEMPLE",12.942107,77.415876
386,386,Outside BBMP Limits,Outside BBMP Limits,"Manchenahalli,MANCHENAHALLI,BESIDE MILK DAIRY",13.034969,77.357827
387,387,Outside BBMP Limits,Outside BBMP Limits,"Gowdana palya,POOJAIEN PALYA,BESIDE OPEN AREA",13.029217,77.359994
388,388,Outside BBMP Limits,Outside BBMP Limits,"Ajeez palya,BOLAMARANAHALLI,BESIDE PROVISION STORE",13.027102,77.367028
389,389,Outside BBMP Limits,Outside BBMP Limits,"Sondekoppa,SONDEKOPPA,BESIDE GRAMA PANCHYATH OFFICE",13.019754,77.384243
390,390,Outside BBMP Limits,Outside BBMP Limits,"Mallasandra,MALLASANDRA,BESIDE SRI RUDRESHWARA PROVISION STORE",13.00275821,77.39403723
391,391,Outside BBMP Limits,Outside BBMP Limits,"Metipalya,METTI PALYA,BESIDE SOCIETY",12.99414807,77.40216642
392,392,Outside BBMP Limits,Outside BBMP Limits,"Varthuru,VARTHURU,BESIDE MARAMMA TEMPLE",12.985505,77.402167
393,393,Outside BBMP Limits,Outside BBMP Limits,"Jettipalya,TAVAREKERE,BESIDE OPEN AREA",12.969936,77.399312
394,394,Outside BBMP Limits,Outside BBMP Limits,"Gollahalli,IN FRONT OF GOVT. SCHOOL",12.89372734,77.36134881
395,395,Outside BBMP Limits,Outside BBMP Limits,"Suliwara,IN FRONT OF GOVT. SCHOOL",12.903074,77.362149
396,396,Outside BBMP Limits,Outside BBMP Limits,"Kurubara Palya,OPPOSITE OF WATER TANK",12.911461,77.362736
397,397,Outside BBMP Limits,Outside BBMP Limits,"Kurubarapalya Cross,CHANDRAPPA CIRCLE,OPPOSITE OF WATER TANK",12.91412497,77.36734561
398,398,Outside BBMP Limits,Outside BBMP Limits,"Giddenahalli,GIDDENA HALLI,IN FRONT OF ARALI KATTE",12.992596,77.418129
399,399,Outside BBMP Limits,Outside BBMP Limits,"Maimanapalya,MAHIMANNANA PALYA,IN FRONT OF ANJANEYA TEMPLE",12.985654,77.427351
402,402,Outside BBMP Limits,Outside BBMP Limits,"Kudu Siddanapalya,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.932563,77.371669
403,403,Outside BBMP Limits,Outside BBMP Limits,"Gangena Halli,GANGENAHALLI,BESIDE SRI MARAMMA DEVI PRASANNA TEMPLE",12.983347,77.392883
404,404,Outside BBMP Limits,Outside BBMP Limits,Gangenahalli Cross,12.972629,77.399956
405,405,Outside BBMP Limits,Outside BBMP Limits,"Jogerahalli,JOGERAHALLI,IN FRONT OF KAALA BYRAVA TEMPLE",12.985505,77.374245
406,406,Outside BBMP Limits,Outside BBMP Limits,"Jogerahalli Cross,JOGERAHALLI,BESIDE OPEN AREA",12.974715,77.373849
407,407,Outside BBMP Limits,Outside BBMP Limits,Karikallu,12.97421161,77.37397744
